ERR599017.17_00212	ERR599017.17_00212
ERR1726829.2_00187	ERR1726829.2_00187
ERR1726829.2_00187	ERR4013358.13_00969
ERR1726829.2_00187	ERR519454.28_00445
ERR1726829.2_00187	ERR519462.64_01155
ERR1726829.2_00187	ERR599046.13_00855
ERR1726829.2_00191	ERR1726829.2_00191
ERR1726829.2_00192	ERR1726829.2_00192
ERR1726829.2_00207	ERR1726829.2_00207
ERR1726829.2_00207	ERR1726833.2_00354
ERR1726829.2_00207	ERR1726875.19_00309
ERR1726829.2_00207	ERR2098377.12_00424
ERR1726829.2_00207	ERR4013358.13_00941
ERR1726829.2_00207	ERR519454.28_01032
ERR1726829.2_00207	ERR519458.6_00586
ERR1726829.2_00207	ERR519462.64_00106
ERR1726829.2_00207	ERR594335.69_00082
ERR1726829.2_00207	ERR598996.53_00612
ERR1726829.2_00207	ERR599017.17_00823
ERR1726829.2_00207	ERR599046.13_00106
ERR1726829.2_00207	ERR599056.13_00178
ERR1726829.2_00207	ERR599103.13_00671
ERR1726829.2_00207	ERR599174.6_00198
ERR1726829.2_00207	ERR599236.12_00911
ERR1726829.2_00208	ERR1726829.2_00208
ERR1726829.2_00208	ERR1726833.2_00355
ERR1726829.2_00208	ERR2098377.12_00425
ERR1726829.2_00208	ERR4013358.13_00942
ERR1726829.2_00208	ERR519454.28_01033
ERR1726829.2_00208	ERR519458.6_00587
ERR1726829.2_00208	ERR519462.64_00107
ERR1726829.2_00208	ERR594335.69_00081
ERR1726829.2_00208	ERR598996.53_00613
ERR1726829.2_00208	ERR599017.17_00824
ERR1726829.2_00208	ERR599046.13_00107
ERR1726829.2_00208	ERR599056.13_00179
ERR1726829.2_00208	ERR599103.13_00672
ERR1726829.2_00208	ERR599174.6_00199
ERR1726829.2_00208	ERR599236.12_00912
ERR1726829.2_00209	ERR1726829.2_00209
ERR1726829.2_00209	ERR1726833.2_00356
ERR1726829.2_00209	ERR2098377.12_00426
ERR1726829.2_00209	ERR4013358.13_00943
ERR1726829.2_00209	ERR519454.28_01034
ERR1726829.2_00209	ERR519462.64_00108
ERR1726829.2_00209	ERR594335.69_00080
ERR1726829.2_00209	ERR598996.53_00244
ERR1726829.2_00209	ERR599017.17_00825
ERR1726829.2_00209	ERR599046.13_00108
ERR1726829.2_00209	ERR599056.13_00180
ERR1726829.2_00209	ERR599103.13_00673
ERR1726829.2_00209	ERR599174.6_00200
ERR1726829.2_00209	ERR599236.12_00913
ERR1726829.2_00210	ERR1726829.2_00210
ERR1726829.2_00210	ERR1726875.19_00337
ERR1726829.2_00210	ERR2098377.12_00427
ERR1726829.2_00210	ERR4013358.13_00944
ERR1726829.2_00210	ERR519454.28_01035
ERR1726829.2_00210	ERR519458.6_00067
ERR1726829.2_00210	ERR519462.64_00109
ERR1726829.2_00210	ERR598996.53_00245
ERR1726829.2_00210	ERR599046.13_00593
ERR1726829.2_00210	ERR599170.2_00701
ERR1726829.2_00210	ERR599236.12_00914
ERR1726829.2_00210	ERR599240.6_00482
ERR1726829.2_00212	ERR1726829.2_00212
ERR1726829.2_00212	ERR1726701.24_00076
ERR1726829.2_00212	ERR519454.28_00036
ERR1726829.2_00212	ERR519458.6_01196
ERR1726829.2_00212	ERR519462.64_01092
ERR1726829.2_00212	ERR594335.69_00142
ERR1726829.2_00212	ERR598996.53_00494
ERR1726829.2_00212	ERR599017.17_00561
ERR1726829.2_00212	ERR599046.13_00740
ERR1726829.2_00212	ERR599056.13_00067
ERR1726829.2_00212	ERR599103.13_00485
ERR1726829.2_00212	ERR599170.2_00242
ERR1726829.2_00212	ERR599174.6_00585
ERR1726829.2_00212	ERR599236.12_00257
ERR1726829.2_00212	ERR599240.6_00130
ERR1726829.2_00213	ERR1726829.2_00213
ERR1726829.2_00213	ERR519454.28_00035
ERR1726829.2_00213	ERR519458.6_01197
ERR1726829.2_00213	ERR519462.64_01093
ERR1726829.2_00213	ERR598996.53_00495
ERR1726829.2_00213	ERR599017.17_00562
ERR1726829.2_00213	ERR599046.13_00739
ERR1726829.2_00213	ERR599056.13_00066
ERR1726829.2_00213	ERR599103.13_00484
ERR1726829.2_00213	ERR599170.2_00243
ERR1726829.2_00213	ERR599174.6_00584
ERR1726829.2_00213	ERR599236.12_00258
ERR1726829.2_00213	ERR599240.6_00129
ERR1726829.2_00218	ERR1726829.2_00218
ERR1726829.2_00219	ERR1726829.2_00219
ERR1726829.2_00219	ERR599017.17_00542
ERR1726829.2_00219	ERR599056.13_00039
ERR1726829.2_00231	ERR1726829.2_00231
ERR1726829.2_00233	ERR1726829.2_00233
ERR1726829.2_00233	ERR1726875.19_00111
ERR1726829.2_00233	ERR4013358.13_00545
ERR1726829.2_00233	ERR519454.28_00312
ERR1726829.2_00233	ERR519458.6_00131
ERR1726829.2_00233	ERR519462.64_00995
ERR1726829.2_00233	ERR594335.69_00006
ERR1726829.2_00233	ERR598996.53_00200
ERR1726829.2_00233	ERR599017.17_00538
ERR1726829.2_00233	ERR599236.12_00734
ERR1726829.2_00234	ERR1726829.2_00234
ERR1726829.2_00234	ERR1726875.19_00112
ERR1726829.2_00234	ERR2098377.12_00021
ERR1726829.2_00234	ERR4013358.13_00544
ERR1726829.2_00234	ERR519454.28_00311
ERR1726829.2_00234	ERR519458.6_00132
ERR1726829.2_00234	ERR519462.64_00996
ERR1726829.2_00234	ERR594335.69_00007
ERR1726829.2_00234	ERR598996.53_00201
ERR1726829.2_00234	ERR599017.17_00537
ERR1726829.2_00234	ERR599236.12_00733
ERR1726829.2_00235	ERR1726829.2_00235
ERR1726829.2_00235	ERR1726875.19_00113
ERR1726829.2_00235	ERR2098377.12_00022
ERR1726829.2_00235	ERR4013358.13_00543
ERR1726829.2_00235	ERR519454.28_00310
ERR1726829.2_00235	ERR519458.6_00133
ERR1726829.2_00235	ERR519462.64_00997
ERR1726829.2_00235	ERR594335.69_00008
ERR1726829.2_00235	ERR598996.53_00202
ERR1726829.2_00235	ERR599017.17_00536
ERR1726829.2_00235	ERR599236.12_00732
ERR1726829.2_00243	ERR1726829.2_00243
ERR1726829.2_00248	ERR1726829.2_00248
ERR1726829.2_00250	ERR1726829.2_00250
ERR1726829.2_00250	ERR4013358.13_00602
ERR1726829.2_00250	ERR519454.28_00941
ERR1726829.2_00250	ERR519458.6_00913
ERR1726829.2_00250	ERR519462.64_00159
ERR1726829.2_00250	ERR599236.12_00821
ERR1726829.2_00250	ERR599240.6_00253
ERR1726829.2_00251	ERR1726829.2_00251
ERR1726829.2_00251	ERR519458.6_00912
ERR1726829.2_00251	ERR599240.6_00252
ERR1726829.2_00251	ERR1726701.24_00572
ERR1726829.2_00251	ERR1726833.2_00468
ERR1726829.2_00251	ERR1726875.19_00631
ERR1726829.2_00251	ERR519454.28_01042
ERR1726829.2_00251	ERR519458.6_00420
ERR1726829.2_00251	ERR519462.64_00970
ERR1726829.2_00254	ERR1726829.2_00254
ERR1726829.2_00254	ERR1726701.24_00111
ERR1726829.2_00254	ERR1726833.2_00063
ERR1726829.2_00254	ERR1726875.19_00288
ERR1726829.2_00254	ERR599236.12_00876
ERR1726829.2_00256	ERR1726829.2_00256
ERR1726829.2_00256	ERR1726701.24_00109
ERR1726829.2_00257	ERR1726829.2_00257
ERR1726829.2_00258	ERR1726829.2_00258
ERR1726829.2_00258	ERR1726875.19_00501
ERR1726829.2_00258	ERR519458.6_00736
ERR1726829.2_00258	ERR519462.64_00101
ERR1726829.2_00258	ERR599103.13_00516
ERR1726829.2_00258	ERR599236.12_00566
ERR1726829.2_00259	ERR1726829.2_00259
ERR1726829.2_00259	ERR1726833.2_00511
ERR1726829.2_00259	ERR1726875.19_00500
ERR1726829.2_00259	ERR519454.28_00267
ERR1726829.2_00259	ERR519458.6_00735
ERR1726829.2_00259	ERR519462.64_00100
ERR1726829.2_00259	ERR599103.13_00515
ERR1726829.2_00259	ERR599236.12_00567
ERR1726829.2_00268	ERR1726829.2_00268
ERR1726829.2_00268	ERR1726833.2_00660
ERR1726829.2_00268	ERR4013358.13_00170
ERR1726829.2_00268	ERR4013358.13_00685
ERR1726829.2_00268	ERR519454.28_00043
ERR1726829.2_00268	ERR519458.6_01189
ERR1726829.2_00268	ERR519462.64_01085
ERR1726829.2_00268	ERR599046.13_00747
ERR1726829.2_00268	ERR599056.13_00074
ERR1726829.2_00268	ERR599103.13_00492
ERR1726829.2_00268	ERR599174.6_00592
ERR1726829.2_00268	ERR599236.12_00817
ERR1726829.2_00271	ERR1726829.2_00271
ERR1726829.2_00276	ERR1726829.2_00276
ERR1726833.2_00363	ERR1726833.2_00363
ERR1726833.2_00363	ERR1726875.19_00141
ERR1726833.2_00363	ERR4013358.13_01103
ERR1726833.2_00363	ERR519458.6_00324
ERR1726833.2_00363	ERR519462.64_00244
ERR1726833.2_00363	ERR599017.17_00313
ERR1726833.2_00363	ERR599046.13_00685
ERR1726833.2_00363	ERR599103.13_00176
ERR1726833.2_00363	ERR599170.2_00098
ERR1726833.2_00363	ERR599240.6_00091
ERR1726833.2_00364	ERR1726833.2_00364
ERR1726833.2_00364	ERR1726875.19_00142
ERR1726833.2_00364	ERR4013358.13_01104
ERR1726833.2_00364	ERR519458.6_00323
ERR1726833.2_00364	ERR519462.64_00243
ERR1726833.2_00364	ERR599046.13_00686
ERR1726833.2_00364	ERR599103.13_00177
ERR1726833.2_00364	ERR599170.2_00097
ERR1726833.2_00364	ERR599240.6_00092
ERR1726833.2_00365	ERR1726833.2_00365
ERR1726833.2_00365	ERR1726875.19_00143
ERR1726833.2_00365	ERR4013358.13_01105
ERR1726833.2_00365	ERR519458.6_00322
ERR1726833.2_00365	ERR519462.64_00242
ERR1726833.2_00365	ERR599046.13_00687
ERR1726833.2_00365	ERR599170.2_00096
ERR1726833.2_00365	ERR599174.6_00718
ERR1726833.2_00365	ERR599240.6_00093
ERR1726833.2_00368	ERR1726833.2_00368
ERR1726833.2_00369	ERR1726833.2_00369
ERR1726833.2_00370	ERR1726833.2_00370
ERR1726833.2_00371	ERR1726833.2_00371
ERR1726833.2_00374	ERR1726833.2_00374
ERR1726833.2_00375	ERR1726833.2_00375
ERR1726833.2_00385	ERR1726833.2_00385
ERR1726833.2_00385	ERR2098377.12_00389
ERR1726833.2_00385	ERR519454.28_00886
ERR1726833.2_00385	ERR519458.6_00266
ERR1726833.2_00385	ERR519462.64_01236
ERR1726833.2_00385	ERR599017.17_00696
ERR1726833.2_00385	ERR599046.13_00516
ERR1726833.2_00385	ERR599056.13_00449
ERR1726833.2_00385	ERR599174.6_00816
ERR1726833.2_00392	ERR1726833.2_00392
ERR1726833.2_00392	DRR092706.1_00112
ERR1726833.2_00392	ERR1726829.2_00394
ERR1726833.2_00392	ERR1726875.19_00147
ERR1726833.2_00392	ERR2098377.12_00143
ERR1726833.2_00392	ERR4013358.13_01091
ERR1726833.2_00392	ERR519458.6_00318
ERR1726833.2_00392	ERR519462.64_00238
ERR1726833.2_00392	ERR599174.6_00649
ERR1726833.2_00396	ERR1726833.2_00396
ERR1726833.2_00396	ERR1726875.19_00502
ERR1726833.2_00396	ERR4013358.13_01087
ERR1726833.2_00396	ERR519458.6_00314
ERR1726833.2_00396	ERR519462.64_00234
ERR1726833.2_00396	ERR598996.53_00197
ERR1726833.2_00396	ERR599017.17_00189
ERR1726833.2_00396	ERR599236.12_00131
ERR1726833.2_00397	ERR1726833.2_00397
ERR1726833.2_00397	ERR1726701.24_00050
ERR1726833.2_00397	ERR4013358.13_01086
ERR1726833.2_00397	ERR519458.6_00313
ERR1726833.2_00397	ERR519462.64_00233
ERR1726833.2_00397	ERR598996.53_00196
ERR1726833.2_00397	ERR599017.17_00190
ERR1726833.2_00397	ERR599056.13_00137
ERR1726833.2_00397	ERR599103.13_00818
ERR1726833.2_00397	ERR599236.12_00132
ERR1726833.2_00400	ERR1726833.2_00400
ERR1726833.2_00402	ERR1726833.2_00402
ERR1726833.2_00402	ERR2098377.12_00619
ERR1726833.2_00402	ERR519454.28_01191
ERR1726833.2_00402	ERR519458.6_01062
ERR1726833.2_00402	ERR519462.64_00076
ERR1726833.2_00402	ERR594335.69_00213
ERR1726833.2_00402	ERR599017.17_00591
ERR1726833.2_00402	ERR599046.13_00668
ERR1726833.2_00402	ERR599103.13_00310
ERR1726833.2_00402	ERR599236.12_00424
ERR1726833.2_00402	ERR599240.6_00346
ERR1726833.2_00403	ERR1726833.2_00403
ERR1726833.2_00403	ERR594335.69_00212
ERR1726833.2_00403	ERR598996.53_00631
ERR1726833.2_00403	ERR599017.17_00590
ERR1726833.2_00403	ERR599103.13_00311
ERR1726833.2_00403	ERR599170.2_00263
ERR1726833.2_00403	ERR599236.12_00423
ERR1726833.2_00408	ERR1726833.2_00408
ERR1726833.2_00409	ERR1726833.2_00409
ERR1726833.2_00409	ERR1726875.19_00092
ERR1726833.2_00409	ERR2098377.12_00624
ERR1726833.2_00409	ERR519458.6_00333
ERR1726833.2_00409	ERR599017.17_00203
ERR1726833.2_00409	ERR599056.13_00537
ERR1726833.2_00409	ERR599103.13_00779
ERR1726833.2_00409	ERR599174.6_00519
ERR1726833.2_00409	ERR599236.12_00085
ERR1726833.2_00414	ERR1726833.2_00414
ERR1726833.2_00414	ERR1726829.2_00710
ERR1726833.2_00421	ERR1726833.2_00421
ERR1726833.2_00422	ERR1726833.2_00422
ERR1726833.2_00422	ERR599236.12_00503
ERR1726833.2_00432	ERR1726833.2_00432
ERR1726833.2_00434	ERR1726833.2_00434
ERR1726833.2_00439	ERR1726833.2_00439
ERR1726833.2_00439	DRR092706.1_00029
ERR1726833.2_00439	ERR4013358.13_00344
ERR1726833.2_00439	ERR519454.28_00924
ERR1726833.2_00439	ERR519458.6_01156
ERR1726833.2_00439	ERR519462.64_01185
ERR1726833.2_00439	ERR599017.17_00746
ERR1726833.2_00439	ERR599046.13_00173
ERR1726833.2_00439	ERR599056.13_00156
ERR1726833.2_00439	ERR599103.13_00234
ERR1726833.2_00439	ERR599170.2_00154
ERR1726833.2_00439	ERR599174.6_00225
ERR1726833.2_00439	ERR599236.12_00381
ERR1726833.2_00447	ERR1726833.2_00447
ERR1726833.2_00447	DRR092706.1_00123
ERR599046.13_00105	ERR599046.13_00105
ERR599046.13_00116	ERR599046.13_00116
ERR599046.13_00116	ERR519458.6_00602
ERR599046.13_00116	ERR519454.28_00674
ERR599046.13_00116	ERR519462.64_00608
ERR599046.13_00116	ERR519458.6_00598
ERR599046.13_00116	ERR519454.28_00670
ERR599046.13_00116	ERR519462.64_00612
ERR599046.13_00167	ERR599046.13_00167
ERR599046.13_00190	ERR599046.13_00190
ERR599046.13_00191	ERR599046.13_00191
ERR599046.13_00191	ERR598996.53_00257
ERR599046.13_00263	ERR599046.13_00263
ERR599046.13_00280	ERR599046.13_00280
ERR599046.13_00289	ERR599046.13_00289
ERR599046.13_00334	ERR599046.13_00334
ERR599046.13_00337	ERR599046.13_00337
ERR599046.13_00337	ERR599017.17_00335
ERR599046.13_00337	ERR599056.13_00735
ERR599046.13_00337	ERR599103.13_00662
ERR599046.13_00370	ERR599046.13_00370
ERR599046.13_00392	ERR599046.13_00392
ERR599046.13_00398	ERR599046.13_00398
ERR599046.13_00398	ERR599236.12_00010
ERR599046.13_00399	ERR599046.13_00399
ERR599046.13_00399	ERR594335.69_00360
ERR599046.13_00428	ERR599046.13_00428
ERR599046.13_00448	ERR599046.13_00448
ERR599046.13_00453	ERR599046.13_00453
ERR599046.13_00488	ERR599046.13_00488
ERR599046.13_00505	ERR599046.13_00505
ERR599046.13_00505	ERR599174.6_00508
ERR599046.13_00506	ERR599046.13_00506
ERR599046.13_00510	ERR599046.13_00510
ERR599046.13_00513	ERR599046.13_00513
ERR599046.13_00513	DRR092706.1_00232
ERR599046.13_00513	ERR1726829.2_00063
ERR599046.13_00513	ERR1726833.2_00382
ERR599046.13_00513	ERR519454.28_00889
ERR599046.13_00513	ERR519458.6_00269
ERR599046.13_00513	ERR519462.64_01239
ERR599046.13_00513	ERR598996.53_00208
ERR599046.13_00513	ERR599017.17_00699
ERR599046.13_00513	ERR599103.13_00744
ERR599046.13_00513	ERR599174.6_00819
ERR599046.13_00513	ERR599236.12_00676
ERR599046.13_00528	ERR599046.13_00528
ERR599046.13_00531	ERR599046.13_00531
ERR599046.13_00531	ERR519454.28_00001
ERR599046.13_00540	ERR599046.13_00540
ERR599046.13_00546	ERR599046.13_00546
ERR599046.13_00558	ERR599046.13_00558
ERR599046.13_00559	ERR599046.13_00559
ERR599046.13_00572	ERR599046.13_00572
ERR599046.13_00598	ERR599046.13_00598
ERR599046.13_00598	ERR599174.6_00666
ERR599046.13_00610	ERR599046.13_00610
ERR599046.13_00622	ERR599046.13_00622
ERR599046.13_00647	ERR599046.13_00647
ERR599046.13_00653	ERR599046.13_00653
ERR599046.13_00653	ERR599170.2_00526
ERR599046.13_00654	ERR599046.13_00654
ERR599046.13_00689	ERR599046.13_00689
ERR599046.13_00702	ERR599046.13_00702
ERR599046.13_00705	ERR599046.13_00705
ERR599046.13_00737	ERR599046.13_00737
ERR599046.13_00737	ERR1726875.19_00315
ERR599046.13_00737	ERR599017.17_00377
ERR599046.13_00738	ERR599046.13_00738
ERR599046.13_00738	ERR598996.53_00496
ERR599046.13_00749	ERR599046.13_00749
ERR599046.13_00755	ERR599046.13_00755
ERR599046.13_00755	DRR092706.1_00540
ERR599046.13_00767	ERR599046.13_00767
ERR599046.13_00780	ERR599046.13_00780
ERR599046.13_00781	ERR599046.13_00781
ERR599046.13_00793	ERR599046.13_00793
ERR599046.13_00799	ERR599046.13_00799
ERR599046.13_00811	ERR599046.13_00811
ERR599046.13_00819	ERR599046.13_00819
ERR599046.13_00836	ERR599046.13_00836
ERR599046.13_00837	ERR599046.13_00837
ERR599056.13_00004	ERR599056.13_00004
ERR599056.13_00036	ERR599056.13_00036
ERR599056.13_00038	ERR599056.13_00038
ERR599056.13_00054	ERR599056.13_00054
ERR1726833.2_00266	ERR1726833.2_00266
ERR1726833.2_00266	ERR1726829.2_00139
ERR1726833.2_00266	ERR4013358.13_00012
ERR1726833.2_00266	ERR519454.28_01068
ERR1726833.2_00266	ERR519454.28_01201
ERR1726833.2_00266	ERR519458.6_01072
ERR1726833.2_00266	ERR599236.12_00746
ERR1726833.2_00268	ERR1726833.2_00268
ERR1726833.2_00269	ERR1726833.2_00269
ERR1726833.2_00269	ERR1726875.19_00056
ERR1726833.2_00269	ERR2098377.12_00297
ERR1726833.2_00269	ERR4013358.13_00008
ERR1726833.2_00269	ERR519454.28_01205
ERR1726833.2_00269	ERR519458.6_01076
ERR1726833.2_00269	ERR519462.64_01078
ERR1726833.2_00269	ERR599240.6_00642
ERR1726833.2_00270	ERR1726833.2_00270
ERR1726833.2_00271	ERR1726833.2_00271
ERR1726833.2_00287	ERR1726833.2_00287
ERR1726833.2_00287	ERR4013358.13_00722
ERR1726833.2_00287	ERR519454.28_00237
ERR1726833.2_00287	ERR519458.6_00447
ERR1726833.2_00287	ERR519462.64_00943
ERR1726833.2_00287	ERR594335.69_00322
ERR1726833.2_00287	ERR598996.53_00101
ERR1726833.2_00287	ERR599046.13_00047
ERR1726833.2_00287	ERR599056.13_00813
ERR1726833.2_00287	ERR599103.13_00107
ERR1726833.2_00288	ERR1726833.2_00288
ERR1726833.2_00288	ERR4013358.13_00723
ERR1726833.2_00288	ERR519454.28_00236
ERR1726833.2_00288	ERR519458.6_00448
ERR1726833.2_00288	ERR519462.64_00942
ERR1726833.2_00288	ERR594335.69_00323
ERR1726833.2_00288	ERR598996.53_00102
ERR1726833.2_00288	ERR599056.13_00812
ERR1726833.2_00288	ERR599103.13_00108
ERR1726833.2_00289	ERR1726833.2_00289
ERR1726833.2_00289	ERR4013358.13_00724
ERR1726833.2_00289	ERR519454.28_00235
ERR1726833.2_00289	ERR519458.6_00449
ERR1726833.2_00289	ERR519462.64_00941
ERR1726833.2_00289	ERR594335.69_00324
ERR1726833.2_00289	ERR598996.53_00103
ERR1726833.2_00289	ERR599046.13_00838
ERR1726833.2_00289	ERR599056.13_00811
ERR1726833.2_00289	ERR599103.13_00109
ERR1726833.2_00289	ERR599170.2_00692
ERR1726833.2_00291	ERR1726833.2_00291
ERR1726833.2_00292	ERR1726833.2_00292
ERR1726833.2_00293	ERR1726833.2_00293
ERR1726833.2_00296	ERR1726833.2_00296
ERR1726833.2_00296	ERR4013358.13_01069
ERR1726833.2_00296	ERR519458.6_00631
ERR1726833.2_00296	ERR594335.69_00321
ERR1726833.2_00296	ERR599017.17_00546
ERR1726833.2_00296	ERR599236.12_00713
ERR1726833.2_00298	ERR1726833.2_00298
ERR1726833.2_00298	ERR4013358.13_00932
ERR1726833.2_00298	ERR519454.28_00131
ERR1726833.2_00298	ERR519458.6_00991
ERR1726833.2_00298	ERR519462.64_00839
ERR1726833.2_00298	ERR594335.69_00517
ERR1726833.2_00298	ERR599017.17_00139
ERR1726833.2_00298	ERR599103.13_00748
ERR1726833.2_00298	ERR599174.6_00463
ERR1726833.2_00299	ERR1726833.2_00299
ERR1726833.2_00299	ERR2098377.12_00349
ERR1726833.2_00299	ERR519454.28_00132
ERR1726833.2_00299	ERR519462.64_00838
ERR1726833.2_00299	ERR594335.69_00516
ERR1726833.2_00300	ERR1726833.2_00300
ERR1726833.2_00301	ERR1726833.2_00301
ERR1726833.2_00315	ERR1726833.2_00315
ERR1726833.2_00322	ERR1726833.2_00322
ERR1726833.2_00323	ERR1726833.2_00323
ERR1726833.2_00335	ERR1726833.2_00335
ERR1726833.2_00335	ERR4013358.13_00440
ERR1726833.2_00335	ERR519454.28_00050
ERR1726833.2_00335	ERR519458.6_01182
ERR1726833.2_00335	ERR519462.64_00780
ERR1726833.2_00335	ERR599103.13_00499
ERR1726833.2_00335	ERR599236.12_00104
ERR1726833.2_00335	ERR599240.6_00049
ERR1726833.2_00337	ERR1726833.2_00337
ERR1726833.2_00337	ERR1726875.19_00232
ERR1726833.2_00337	ERR4013358.13_00499
ERR1726833.2_00337	ERR519454.28_00354
ERR1726833.2_00337	ERR519458.6_00663
ERR1726833.2_00337	ERR519462.64_00513
ERR1726833.2_00337	ERR594335.69_00116
ERR1726833.2_00337	ERR598996.53_00275
ERR1726833.2_00337	ERR599017.17_00179
ERR1726833.2_00337	ERR599056.13_00239
ERR1726833.2_00337	ERR599103.13_00653
ERR1726833.2_00337	ERR599170.2_00324
ERR1726833.2_00337	ERR599236.12_00692
ERR1726833.2_00337	ERR599240.6_00629
ERR1726833.2_00338	ERR1726833.2_00338
ERR1726833.2_00338	ERR1726875.19_00231
ERR1726833.2_00338	ERR4013358.13_00501
ERR1726833.2_00338	ERR519454.28_00355
ERR1726833.2_00338	ERR519458.6_00664
ERR1726833.2_00338	ERR519462.64_00512
ERR1726833.2_00338	ERR598996.53_00276
ERR1726833.2_00338	ERR599017.17_00180
ERR1726833.2_00338	ERR599046.13_00507
ERR1726833.2_00338	ERR599056.13_00238
ERR1726833.2_00338	ERR599103.13_00652
ERR1726833.2_00338	ERR599170.2_00323
ERR1726833.2_00338	ERR599174.6_00094
ERR1726833.2_00338	ERR599236.12_00691
ERR1726833.2_00338	ERR599240.6_00628
ERR1726833.2_00339	ERR1726833.2_00339
ERR1726833.2_00339	ERR1726701.24_00436
ERR1726833.2_00339	ERR1726829.2_00619
ERR1726833.2_00339	ERR2098377.12_00421
ERR1726833.2_00339	ERR4013358.13_00081
ERR1726833.2_00339	ERR519454.28_00356
ERR1726833.2_00339	ERR519458.6_00665
ERR1726833.2_00339	ERR519462.64_00511
ERR1726833.2_00339	ERR594335.69_00402
ERR1726833.2_00339	ERR598996.53_00277
ERR1726833.2_00339	ERR599017.17_00181
ERR1726833.2_00339	ERR599046.13_00508
ERR1726833.2_00339	ERR599056.13_00237
ERR1726833.2_00339	ERR599103.13_00651
ERR1726833.2_00339	ERR599170.2_00322
ERR1726833.2_00339	ERR599174.6_00095
ERR1726833.2_00339	ERR599236.12_00690
ERR1726833.2_00339	ERR599240.6_00627
ERR1726833.2_00346	ERR1726833.2_00346
ERR1726833.2_00347	ERR1726833.2_00347
ERR1726829.2_00380	ERR1726829.2_00380
ERR1726829.2_00380	ERR1726701.24_00272
ERR1726829.2_00380	ERR1726875.19_00533
ERR1726829.2_00380	ERR2098377.12_00451
ERR1726829.2_00380	ERR4013358.13_00104
ERR1726829.2_00380	ERR519454.28_00463
ERR1726829.2_00380	ERR519458.6_00047
ERR1726829.2_00380	ERR519462.64_00530
ERR1726829.2_00380	ERR594335.69_00288
ERR1726829.2_00380	ERR599017.17_00053
ERR1726829.2_00380	ERR599056.13_00569
ERR1726829.2_00380	ERR599103.13_00549
ERR1726829.2_00380	ERR599236.12_00870
ERR1726829.2_00382	ERR1726829.2_00382
ERR1726829.2_00382	ERR1726833.2_00191
ERR1726829.2_00384	ERR1726829.2_00384
ERR1726829.2_00385	ERR1726829.2_00385
ERR1726829.2_00386	ERR1726829.2_00386
ERR1726829.2_00386	DRR092706.1_00218
ERR1726829.2_00388	ERR1726829.2_00388
ERR1726829.2_00388	DRR092706.1_00220
ERR1726829.2_00388	ERR1726875.19_00100
ERR1726829.2_00388	ERR2098377.12_00640
ERR1726829.2_00388	ERR4013358.13_00830
ERR1726829.2_00388	ERR519454.28_00997
ERR1726829.2_00388	ERR519458.6_00178
ERR1726829.2_00388	ERR519462.64_00006
ERR1726829.2_00388	ERR594335.69_00040
ERR1726829.2_00388	ERR598996.53_00241
ERR1726829.2_00388	ERR599017.17_00206
ERR1726829.2_00388	ERR599046.13_00471
ERR1726829.2_00388	ERR599056.13_00822
ERR1726829.2_00388	ERR599174.6_00635
ERR1726829.2_00388	ERR599236.12_00347
ERR1726829.2_00390	ERR1726829.2_00390
ERR1726829.2_00391	ERR1726829.2_00391
ERR1726829.2_00391	ERR1726833.2_00366
ERR1726829.2_00391	ERR1726875.19_00144
ERR1726829.2_00391	ERR4013358.13_01106
ERR1726829.2_00391	ERR519458.6_00321
ERR1726829.2_00391	ERR519462.64_00241
ERR1726829.2_00391	ERR599046.13_00688
ERR1726829.2_00391	ERR599170.2_00095
ERR1726829.2_00391	ERR599174.6_00719
ERR1726829.2_00391	ERR599240.6_00094
ERR1726829.2_00392	ERR1726829.2_00392
ERR1726829.2_00392	ERR1726833.2_00367
ERR1726829.2_00392	ERR1726875.19_00145
ERR1726829.2_00392	ERR4013358.13_01107
ERR1726829.2_00392	ERR519458.6_00320
ERR1726829.2_00392	ERR519462.64_00240
ERR1726829.2_00392	ERR599174.6_00720
ERR1726829.2_00395	ERR1726829.2_00395
ERR1726829.2_00395	DRR092706.1_00111
ERR1726829.2_00395	ERR1726833.2_00393
ERR1726829.2_00395	ERR1726875.19_00148
ERR1726829.2_00395	ERR2098377.12_00144
ERR1726829.2_00395	ERR4013358.13_01090
ERR1726829.2_00395	ERR519458.6_00317
ERR1726829.2_00395	ERR519462.64_00237
ERR1726829.2_00395	ERR599174.6_00648
ERR1726829.2_00396	ERR1726829.2_00396
ERR1726829.2_00401	ERR1726829.2_00401
ERR1726829.2_00401	ERR1726875.19_00073
ERR1726829.2_00401	ERR519454.28_00679
ERR1726829.2_00401	ERR519458.6_00607
ERR1726829.2_00401	ERR519462.64_00603
ERR1726829.2_00401	ERR594335.69_00249
ERR1726829.2_00401	ERR599017.17_00366
ERR1726829.2_00401	ERR599103.13_00293
ERR1726829.2_00401	ERR599170.2_00612
ERR1726829.2_00401	ERR599174.6_00109
ERR1726829.2_00401	ERR599240.6_00538
ERR1726829.2_00401	DRR092706.1_00471
ERR1726829.2_00401	ERR1726829.2_00524
ERR1726829.2_00401	ERR4013358.13_00552
ERR1726829.2_00401	ERR519458.6_01029
ERR1726829.2_00402	ERR1726829.2_00402
ERR1726829.2_00402	ERR519454.28_00680
ERR1726829.2_00402	ERR519458.6_00608
