mOTU,taxo,motupan_w_ppan,motupan_w_roary,ppanggolin_persist,ppanggolin_shell,roary_core,roary_shell,nb_genomes,mean_completeness_ppan,mean_completeness_roary,mean_est_ppan_cogs,mean_est_roary_cogs,mean_scaff_count,type,genoms_ids
mOTU_0577,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358,2631,2625,1,3073,0,3658,30,43.305795261624226,42.09419047619049,4704.671713071192,4698.066672509284,404.1666666666667,stratfreshdb,YR2_megahit_metabat_bin-1609;YR_megahit_metabat_bin-1872;KR3_megahit_metabat_bin-1134;AM-2014-D4_megahit_metabat_bin-555;YR_megahit_metabat_bin-3801;AM-2014-D2_megahit_metabat_bin-755;Umea_megahit_metabat_bin-09539;Umea3p2_megahit_metabat_bin-1004;AM-2014-D3_megahit_metabat_bin-134;YR_megahit_metabat_bin-1962;KR_megahit_metabat_bin-1124;AM3_megahit_metabat_bin-1191;AM-2014_megahit_metabat_bin-2782;Umea3_megahit_metabat_bin-3659;Umea_megahit_metabat_bin-00572;Umea2p2_megahit_metabat_bin-0117;YR3_megahit_metabat_bin-0890;Umea3p3_megahit_metabat_bin-0197;Umea2_megahit_metabat_bin-2253;Umea2p3_megahit_metabat_bin-1708;VK_megahit_metabat_bin-3625;YR_megahit_metabat_bin-1147;YR_megahit_metabat_bin-3733;AM_megahit_metabat_bin-1162;Umea3p1_megahit_metabat_bin-1189;VK3_megahit_metabat_bin-0505;AM-2014-D5_megahit_metabat_bin-482;AM-2014-D4_megahit_metabat_bin-629;AM-lipid-02-D8_megahit_metabat_bin-193;AM-2014_megahit_metabat_bin-3763
mOTU_0578,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA3012,681,664,0,0,0,692,50,19.287743612334804,18.790956626506023,1858.8712079378631,1836.9317208730135,141.37037037037038,stratfreshdb,Loc090519-6m_megahit_metabat_bin-0124;Loc090116-9m_megahit_metabat_bin-1261;Loc090402-8-9m_megahit_metabat_bin-0866;Loc090519-6m_megahit_metabat_bin-1424;Loc090519-1m_megahit_metabat_bin-1341;Loc090721-1m_megahit_metabat_bin-293;Loc090519-6m_megahit_metabat_bin-0174;Loc090519-8m_megahit_metabat_bin-1903;Loc090519-1m_megahit_metabat_bin-0640;Loc090519-1m_megahit_metabat_bin-1984;Loc090519-7m_megahit_metabat_bin-0989;Loc090402-8-9m_megahit_metabat_bin-0428;Loc090907-5m_megahit_metabat_bin-711;Loc090519-6m_megahit_metabat_bin-1224;Loc090519-6m_megahit_metabat_bin-1267;Loc090116-8m_megahit_metabat_bin-0585;Loc090519-1m_megahit_metabat_bin-0213;Loc090519-1m_megahit_metabat_bin-0642;Loc090519-8m_megahit_metabat_bin-0492;Loc090519-6m_megahit_metabat_bin-0507;Loc090116-1m_megahit_metabat_bin-0928;Loc090721-8m_megahit_metabat_bin-108;Loc090519-1m_megahit_metabat_bin-2174;Loc090519-8-7m_megahit_metabat_bin-0811;Loc090402-7m_megahit_metabat_bin-0721;Loc090519-5m_megahit_metabat_bin-1164;Loc090402-4m_megahit_metabat_bin-0012;Loc090402-1m_megahit_metabat_bin-0863;Loc090519-6m_megahit_metabat_bin-0818;Loc090402-8m_megahit_metabat_bin-0014;Loc090519-1m_megahit_metabat_bin-1787;Loc090519-7m_megahit_metabat_bin-1614;Loc090519-4m_megahit_metabat_bin-930;Loc090519-7m_megahit_metabat_bin-0344;Loc090519-7m_megahit_metabat_bin-1527;Loc090519-7m_megahit_metabat_bin-1679;Loc090519-6m_megahit_metabat_bin-1266;Loc090519-8m_megahit_metabat_bin-1483;Loclat_megahit_metabat_bin-03366;Loc090721-4m_megahit_metabat_bin-0136;Loc090116-7m_megahit_metabat_bin-1295;Loc090519-6m_megahit_metabat_bin-0609;Loc090519-8m_megahit_metabat_bin-0804;Loc090519-7m_megahit_metabat_bin-1238;Loc090519-1m_megahit_metabat_bin-1846;Loc090519-5m_megahit_metabat_bin-0452;Loc090519-7m_megahit_metabat_bin-0662;Loc081215-6m_megahit_metabat_bin-1171;Loc090519-8m_megahit_metabat_bin-0769;Loc090519-7m_megahit_metabat_bin-0378
mOTU_0586,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195,4329,4349,4368,680,0,5355,27,67.61168245168244,67.43982158520903,4995.5612386239045,5071.592322870314,257.037037037037,stratfreshdb,Day6-5_megahit_metabat_bin-585;Day6-2_megahit_metabat_bin-232;Ja1-D4_megahit_metabat_bin-726;Day2-6_megahit_metabat_bin-378;Ki3-D4_megahit_metabat_bin-071;Day6-6_megahit_metabat_bin-243;LJ-3-4m_megahit_metabat_bin-0107;Day6-4_megahit_metabat_bin-288;Day2-3_megahit_metabat_bin-072;Kiruna_megahit_metabat_bin-04550;Day2-4_megahit_metabat_bin-172;Day2-2_megahit_metabat_bin-061;Ja1_megahit_metabat_bin-1453;LJ-3-65m_megahit_metabat_bin-0672;Day6-3_megahit_metabat_bin-380;LJ-3-9m_megahit_metabat_bin-586;Day2-3_megahit_metabat_bin-424;Ja_megahit_metabat_bin-4814;KTt_megahit_metabat_bin-0300;Ja1-D5_megahit_metabat_bin-408;Ja_megahit_metabat_bin-5945;Day6-1_megahit_metabat_bin-478;LJ-13-9m_megahit_metabat_bin-444;Day2-5_megahit_metabat_bin-007;Kiruna_megahit_metabat_bin-06673;Kiruna3_megahit_metabat_bin-0785;Kiruna_megahit_metabat_bin-06516
mOTU_0587,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino8;s__Casp-actino8 sp001510335,847,759,1,1181,0,1451,40,28.308785123966942,27.64567753623188,2013.1195295772056,2044.2679885233667,224.575,stratfreshdb,Loc090519-6m_megahit_metabat_bin-1029;Loc090519-8-7m_megahit_metabat_bin-0723;Loc090721-1m_megahit_metabat_bin-457;Loc090907-8m_megahit_metabat_bin-624;Loc080925-5m_megahit_metabat_bin-0127;Loc090519-7m_megahit_metabat_bin-0224;Loc090519-8m_megahit_metabat_bin-0051;Loc090519-7m_megahit_metabat_bin-0414;Loc090907-8m_megahit_metabat_bin-514;Loc090402-8-9m_megahit_metabat_bin-1039;Loc090721-8-6m_megahit_metabat_bin-0916;Loc090519-7m_megahit_metabat_bin-0293;Loc090519-6m_megahit_metabat_bin-0209;Loc090519-4m_megahit_metabat_bin-946;Loc090519-1m_megahit_metabat_bin-0909;Loc090402-7m_megahit_metabat_bin-1468;Loc090721-7m_megahit_metabat_bin-620;Loc090402-1m_megahit_metabat_bin-0494;Loc090721-6m_megahit_metabat_bin-642;Loc090721-1m_megahit_metabat_bin-413;Loc090519-1m_megahit_metabat_bin-1631;Loc090519-1m_megahit_metabat_bin-1006;Loc090519-8-7m_megahit_metabat_bin-0277;Loc090519-1m_megahit_metabat_bin-1682;Loc090402-1m_megahit_metabat_bin-0879;Loc090519-8m_megahit_metabat_bin-0203;Loc090519-8m_megahit_metabat_bin-0554;Loc090519-6m_megahit_metabat_bin-1011;Loclat_megahit_metabat_bin-09020;Loc090519-7m_megahit_metabat_bin-1535;Loc090907-8m_megahit_metabat_bin-560;Loc090402-8m_megahit_metabat_bin-1588;Loc090402-8m_megahit_metabat_bin-0037;Loc090519-8m_megahit_metabat_bin-0029;Loc090519-5m_megahit_metabat_bin-0323;Loc090721-4m_megahit_metabat_bin-0079;Loc080925-4-5m_megahit_metabat_bin-0616;Loc090519-6m_megahit_metabat_bin-0298;Loc090721-1m_megahit_metabat_bin-571;Loc090907-8m_megahit_metabat_bin-671
mOTU_0593,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus,2484,2483,0,2784,0,3167,26,35.526280812585156,34.98024133337464,3551.9704526695964,3521.1151937868763,267.6923076923077,stratfreshdb,I3-5_megahit_metabat_bin-454;C5coas_megahit_metabat_bin-2824;AM3_megahit_metabat_bin-0285;AM-2014_megahit_metabat_bin-2484;I3_megahit_metabat_bin-140;AM-lipid-02-D4_megahit_metabat_bin-1170;AM_megahit_metabat_bin-3258;C5coas_megahit_metabat_bin-2319;AM-2014_megahit_metabat_bin-1506;B4-5_megahit_metabat_bin-466;AM-lipid-02-D2_megahit_metabat_bin-0285;B12_megahit_metabat_bin-2782;AM-2014-D3_megahit_metabat_bin-591;AlinenLipids_megahit_metabat_bin-3247;B4-5_megahit_metabat_bin-156;I3_megahit_metabat_bin-087;B4-5_megahit_metabat_bin-267;B4coas_megahit_metabat_bin-1006;B4coas_megahit_metabat_bin-1251;C5coas_megahit_metabat_bin-1373;I3b_megahit_metabat_bin-363;AM2_megahit_metabat_bin-0831;AM-2014-D4_megahit_metabat_bin-261;B4_megahit_metabat_bin-428;B2_megahit_metabat_bin-0189;B4coas_megahit_metabat_bin-0900
mOTU_0599,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747,949,929,1,1206,0,1253,50,39.51357175974711,38.7480398277718,1316.7393788200764,1350.5987539960058,104.92156862745098,stratfreshdb,Kiruna3_megahit_metabat_bin-2939;Ja1_megahit_metabat_bin-3313;Kiruna3_megahit_metabat_bin-3175;Ja1_megahit_metabat_bin-0805;Ja_megahit_metabat_bin-0990;MJ1_megahit_metabat_bin-0065;MJ-time_megahit_metabat_bin-5058;Kiruna3_megahit_metabat_bin-4753;LinL4_megahit_metabat_bin-0529;MJ_megahit_metabat_bin-0382;YR1_megahit_metabat_bin-0723;YR_megahit_metabat_bin-2178;Ja_megahit_metabat_bin-2269;YR3_megahit_metabat_bin-0544;Ki2-D3_megahit_metabat_bin-0013;VK3_megahit_metabat_bin-1531;Ki2-D2_megahit_metabat_bin-0960;Kiruna3_megahit_metabat_bin-4000;VK2_megahit_metabat_bin-1917;KR3_megahit_metabat_bin-0505;Umea_megahit_metabat_bin-02346;Ja1_megahit_metabat_bin-1440;VK_megahit_metabat_bin-1317;Ja1_megahit_metabat_bin-1194;KR1_megahit_metabat_bin-1050;KR2_megahit_metabat_bin-0454;MJ-2014_megahit_metabat_bin-0721;VK1_megahit_metabat_bin-0444;Umea1_megahit_metabat_bin-3695;YR2_megahit_metabat_bin-1570;YR_megahit_metabat_bin-3871;Kiruna_megahit_metabat_bin-08973;YR1_megahit_metabat_bin-0612;MJ111018B_megahit_metabat_bin-0331;Ki2-D1_megahit_metabat_bin-0064;Kiruna3_megahit_metabat_bin-3794;Ja1_megahit_metabat_bin-0135;YR1_megahit_metabat_bin-0447;Ki2-D4_megahit_metabat_bin-1209;YR_megahit_metabat_bin-4543;MJ111018B_megahit_metabat_bin-1049;Ja1_megahit_metabat_bin-1096;Kiruna3_megahit_metabat_bin-0544;Kiruna3_megahit_metabat_bin-0765;YR3_megahit_metabat_bin-0630;Ja1_megahit_metabat_bin-0084;Kiruna2_megahit_metabat_bin-0107;Kiruna3_megahit_metabat_bin-5525;Ja_megahit_metabat_bin-5081;Ja1_megahit_metabat_bin-3794
mOTU_0604,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2,1805,1780,219,1778,0,2163,33,59.69373037857802,59.59277494041539,2168.698923124746,2175.6774337881893,154.15151515151516,stratfreshdb,AM-2014_megahit_metabat_bin-0691;KR_megahit_metabat_bin-0043;KR2_megahit_metabat_bin-0679;AM-lipid-02-D4_megahit_metabat_bin-0484;AM_megahit_metabat_bin-3689;AM-2014_megahit_metabat_bin-4015;AM-lipid-02-D1_megahit_metabat_bin-0637;AM-2014-D2_megahit_metabat_bin-528;Umea2_megahit_metabat_bin-0712;Umea3p1_megahit_metabat_bin-1463;VK3_megahit_metabat_bin-1519;Umea2p2_megahit_metabat_bin-0963;YR2_megahit_metabat_bin-0201;AlinenLipids_megahit_metabat_bin-2382;Umea3_megahit_metabat_bin-3442;YR_megahit_metabat_bin-3783;AM-lipid-02-D3_megahit_metabat_bin-0319;YR2_megahit_metabat_bin-1313;Umea_megahit_metabat_bin-06892;Umea2p3_megahit_metabat_bin-1413;VK_megahit_metabat_bin-0479;Umea3p1_megahit_metabat_bin-1198;Umea3p3_megahit_metabat_bin-0539;Umea3p2_megahit_metabat_bin-1118;YR_megahit_metabat_bin-0847;AM-2014-D1_megahit_metabat_bin-637;Umea2p1_megahit_metabat_bin-0912;YR_megahit_metabat_bin-3816;YR_megahit_metabat_bin-3669;YR_megahit_metabat_bin-2119;YR2_megahit_metabat_bin-1186;AM-lipid-02-D3_megahit_metabat_bin-0996;AM-lipid-02-D2_megahit_metabat_bin-0158
mOTU_0609,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__UBA953 sp002293125,1010,874,15,1701,0,2420,24,46.98469884488449,41.00168859649123,2381.6235529986084,2283.028355161129,405.1666666666667,stratfreshdb,Loclat_megahit_metabat_bin-16246;UppL7s_megahit_metabat_bin-1752;Loc080925-6m_megahit_metabat_bin-1210;Loc081215-9m_megahit_metabat_bin-1503;UppL5_megahit_metabat_bin-1448;Loc080925-5m_megahit_metabat_bin-0637;Loc090721-8-6m_megahit_metabat_bin-0425;Loc090907-8m_megahit_metabat_bin-379;Loc090402-8-9m_megahit_metabat_bin-0585;Loc090519-1m_megahit_metabat_bin-1301;Loc080925-8-8m_megahit_metabat_bin-740;Loc090907-6m_megahit_metabat_bin-080;Loc090721-1m_megahit_metabat_bin-239;Loc081215-1m_megahit_metabat_bin-0508;Loc090907-8-6m_megahit_metabat_bin-193;Loc080925-8m_megahit_metabat_bin-752;Loc090721-8m_megahit_metabat_bin-460;Loc080925-4m_megahit_metabat_bin-0970;UppL4_megahit_metabat_bin-258;Loc090116-4m_megahit_metabat_bin-1189;Loc080925-4-5m_megahit_metabat_bin-0321;Loc080925-7m_megahit_metabat_bin-0026;Loc090721-8-6m_megahit_metabat_bin-0344;UppL7s_megahit_metabat_bin-1614
mOTU_0611,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979,2718,2644,1156,2074,0,3648,36,59.75622577875889,58.91038872079341,3788.1901159666622,3876.4716979967598,460.8611111111111,stratfreshdb,MJ110830B_megahit_metabat_bin-407;MJ120730A_megahit_metabat_bin-063;MJ110516B_megahit_metabat_bin-1022;MJ120716B_megahit_metabat_bin-300;MJ120702A_megahit_metabat_bin-375;MJ110516A_megahit_metabat_bin-257;Kiruna2_megahit_metabat_bin-2729;MJ-2014-D6_megahit_metabat_bin-077;MJ120516A_megahit_metabat_bin-460;MJ120620B_megahit_metabat_bin-655;MJ120924A_megahit_metabat_bin-058;MJ120716B_megahit_metabat_bin-368;MJ120813B_megahit_metabat_bin-182;MJ110516B_megahit_metabat_bin-0986;Ki1-2-7m_megahit_metabat_bin-396;MJ130605B_megahit_metabat_bin-307;MJ120730B_megahit_metabat_bin-308;MJ120516B_megahit_metabat_bin-405;MJ3_megahit_metabat_bin-276;MJ3_megahit_metabat_bin-003;MJ130617A_megahit_metabat_bin-408;MJ110516B_megahit_metabat_bin-0664;MJ4_megahit_metabat_bin-260;MJ120620A_megahit_metabat_bin-375;MJ110629B_megahit_metabat_bin-006;MJ110927B_megahit_metabat_bin-632;MJ120716A_megahit_metabat_bin-0746;MJ111018A_megahit_metabat_bin-696;MJ110629A_megahit_metabat_bin-556;MJ_megahit_metabat_bin-1445;Kiruna2_megahit_metabat_bin-4316;MJ120924B_megahit_metabat_bin-529;MJ120827B_megahit_metabat_bin-206;MJ-2014-D7_megahit_metabat_bin-195;MJ110927A_megahit_metabat_bin-706;MJ120827A_megahit_metabat_bin-582
mOTU_0617,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp003261295,1265,1204,1,1495,0,1591,50,43.79862845849802,43.006383388704315,1889.6644375555732,1970.0011508879477,201.46913580246914,stratfreshdb,Umea2p2_megahit_metabat_bin-1059;VK1_megahit_metabat_bin-1583;KR_megahit_metabat_bin-1451;YR2_megahit_metabat_bin-0870;AM_megahit_metabat_bin-0785;MJ-2014_megahit_metabat_bin-1358;YR1_megahit_metabat_bin-1691;MJ-2014-D2_megahit_metabat_bin-0010;Umea3p2_megahit_metabat_bin-0138;MJ-2014-D1_megahit_metabat_bin-0965;Umea3p1_megahit_metabat_bin-0932;MJ130916A_megahit_metabat_bin-0796;Umea3p1_megahit_metabat_bin-0575;AM-lipid-02-D10_megahit_metabat_bin-0833;AM-lipid-01-D3_megahit_metabat_bin-1184;AlinenLipids_megahit_metabat_bin-2091;MJ120924A_megahit_metabat_bin-640;Ki2-D4_megahit_metabat_bin-0470;YR_megahit_metabat_bin-1517;Umea3p4_megahit_metabat_bin-0551;KR1_megahit_metabat_bin-1216;Umea3_megahit_metabat_bin-1983;AM-2014-D8_megahit_metabat_bin-0865;Umea2p1_megahit_metabat_bin-0507;AM-lipid-01-D2_megahit_metabat_bin-472;MJ-2014-D1_megahit_metabat_bin-0258;AM-lipid-02-D2_megahit_metabat_bin-0319;MJ130820B_megahit_metabat_bin-0969;VK_megahit_metabat_bin-3874;MJ111018B_megahit_metabat_bin-0076;AM-lipid-02-D4_megahit_metabat_bin-0519;Umea2_megahit_metabat_bin-2972;Umea2p1_megahit_metabat_bin-0737;YR2_megahit_metabat_bin-0217;Umea2p3_megahit_metabat_bin-0359;AM-2014-D1_megahit_metabat_bin-088;AM1_megahit_metabat_bin-0228;Ki2-D1_megahit_metabat_bin-0352;MJ-time_megahit_metabat_bin-0200;MJ-2014-D2_megahit_metabat_bin-0017;Ki1-0-7m_megahit_metabat_bin-1229;Ja_megahit_metabat_bin-3786;AM-lipid-01-D8_megahit_metabat_bin-1563;YR_megahit_metabat_bin-1578;AlinenSediments_megahit_metabat_bin-0258;AM-lipid-02-D1_megahit_metabat_bin-0644;MJ-2014-D2_megahit_metabat_bin-0152;Ja_megahit_metabat_bin-4745;Ja1_megahit_metabat_bin-2100;MJ-2014-D3_megahit_metabat_bin-306
mOTU_0636,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax,1979,1956,1,3364,0,2274,46,18.372520047454792,18.276009157997688,3861.401617440242,3937.0207696084594,202.84782608695653,stratfreshdb,Loclat_megahit_metabat_bin-03199;Loc090519-7m_megahit_metabat_bin-0499;Loc090519-5m_megahit_metabat_bin-1063;Loclat_megahit_metabat_bin-07341;Loc090519-5m_megahit_metabat_bin-0267;Loc090519-6m_megahit_metabat_bin-0767;Loc090519-5m_megahit_metabat_bin-0107;Loc090519-6m_megahit_metabat_bin-0419;Loc090519-8m_megahit_metabat_bin-0663;Loc090519-5m_megahit_metabat_bin-0316;Loc090519-5m_megahit_metabat_bin-1050;Loc090721-6m_megahit_metabat_bin-355;Loclat_megahit_metabat_bin-17317;Loc090519-8-7m_megahit_metabat_bin-0695;Loc090721-7m_megahit_metabat_bin-395;Loc090519-7m_megahit_metabat_bin-0464;Loclat_megahit_metabat_bin-11028;Loc090519-8m_megahit_metabat_bin-0853;Loc090907-8-6m_megahit_metabat_bin-293;Loclat_megahit_metabat_bin-07885;Loc090907-8m_megahit_metabat_bin-805;Loclat_megahit_metabat_bin-04707;Loc090907-6m_megahit_metabat_bin-557;Loc090721-8-6m_megahit_metabat_bin-0126;Loc090519-6m_megahit_metabat_bin-1202;Loc090519-4m_megahit_metabat_bin-370;Loc090519-7m_megahit_metabat_bin-1466;Loc090519-8m_megahit_metabat_bin-0503;Loc090907-8-6m_megahit_metabat_bin-397;Loc090519-4m_megahit_metabat_bin-657;Loc080925-8m_megahit_metabat_bin-072;Loc090519-5m_megahit_metabat_bin-0361;Loc090907-8-6m_megahit_metabat_bin-179;Loc090721-8m_megahit_metabat_bin-231;Loc090519-7m_megahit_metabat_bin-0749;Loc090721-8-6m_megahit_metabat_bin-0249;Loc090519-5m_megahit_metabat_bin-0804;Loc090519-8-7m_megahit_metabat_bin-0276;Loc090519-7m_megahit_metabat_bin-1597;Loc090519-8m_megahit_metabat_bin-0041;Loc090519-6m_megahit_metabat_bin-0069;Loc090519-7m_megahit_metabat_bin-1053;Loc090519-8-7m_megahit_metabat_bin-0859;Loc090519-7m_megahit_metabat_bin-0104;Loc090519-6m_megahit_metabat_bin-1437;Loc090519-7m_megahit_metabat_bin-0372
mOTU_0644,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus sp003533095,802,783,0,1166,0,1245,25,35.52655960099751,35.233625031928476,1286.217668184178,1297.7347236843175,119.32,stratfreshdb,Umea2p1_megahit_metabat_bin-1228;MJ111018B_megahit_metabat_bin-0961;MJ-2014-D5_megahit_metabat_bin-148;Umea2_megahit_metabat_bin-0124;MJ-2014-D1_megahit_metabat_bin-0684;Kiruna2_megahit_metabat_bin-0987;MJ-2014-D2_megahit_metabat_bin-0473;Umea_megahit_metabat_bin-06731;Umea_megahit_metabat_bin-04043;LJ_megahit_metabat_bin-1797;MJ_megahit_metabat_bin-1079;Umea1p3_megahit_metabat_bin-914;MJ-2014_megahit_metabat_bin-2604;KR1_megahit_metabat_bin-0004;MJ-time_megahit_metabat_bin-8307;MJ-2014-D2_megahit_metabat_bin-0520;Umea2_megahit_metabat_bin-2167;MJ111018B_megahit_metabat_bin-0901;KR1_megahit_metabat_bin-0636;MJ-2014-D3_megahit_metabat_bin-361;LaPlata-1m-a_megahit_metabat_bin-138;MJ1_megahit_metabat_bin-0972;Umea2p1_megahit_metabat_bin-0240;AlinenLipids_megahit_metabat_bin-7161;KR_megahit_metabat_bin-0178
mOTU_0656,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8137,1539,1481,0,0,0,1722,50,24.27270357374919,24.184261444969614,1890.6150188150534,1907.4906540681134,69.11320754716981,stratfreshdb,YR1_megahit_metabat_bin-0574;Umea1p3_megahit_metabat_bin-330;YR1_megahit_metabat_bin-1720;Ki2-D2_megahit_metabat_bin-0625;KR2_megahit_metabat_bin-0465;YR_megahit_metabat_bin-0253;KR5_megahit_metabat_bin-205;VK3_megahit_metabat_bin-0575;Umea3p1_megahit_metabat_bin-1434;Umea3_megahit_metabat_bin-0734;YR1_megahit_metabat_bin-0728;YR2_megahit_metabat_bin-1403;YR2_megahit_metabat_bin-1299;KR1_megahit_metabat_bin-0646;YR2_megahit_metabat_bin-0350;Ki2-D2_megahit_metabat_bin-0552;Ki2-D3_megahit_metabat_bin-0918;YR1_megahit_metabat_bin-0321;KR1_megahit_metabat_bin-0325;Kiruna_megahit_metabat_bin-01603;YR1_megahit_metabat_bin-1872;YR1_megahit_metabat_bin-1251;VK_megahit_metabat_bin-2247;YR4_megahit_metabat_bin-1033;Kiruna_megahit_metabat_bin-04609;YR4_megahit_metabat_bin-0827;KR_megahit_metabat_bin-2378;YR1_megahit_metabat_bin-1490;YR1_megahit_metabat_bin-0460;VK4_megahit_metabat_bin-1412;YR4_megahit_metabat_bin-0926;YR4_megahit_metabat_bin-0406;Ki2-D1_megahit_metabat_bin-0465;YR2_megahit_metabat_bin-0925;Ki2-D2_megahit_metabat_bin-0875;Umea2p1_megahit_metabat_bin-1050;YR4_megahit_metabat_bin-1058;YR2_megahit_metabat_bin-1134;KR4_megahit_metabat_bin-0560;YR2_megahit_metabat_bin-0025;YR4_megahit_metabat_bin-0687;YR4_megahit_metabat_bin-0996;YR4_megahit_metabat_bin-0398;Umea2_megahit_metabat_bin-0830;YR1_megahit_metabat_bin-1731;YR2_megahit_metabat_bin-0635;KR3_megahit_metabat_bin-0344;Umea_megahit_metabat_bin-00300;YR_megahit_metabat_bin-3905;YR1_megahit_metabat_bin-0593
mOTU_0662,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae,2906,2558,361,3527,0,4106,25,39.192051754989684,39.00212791243159,4212.799096541964,4337.870327346014,313.0,stratfreshdb,MJ-2014-D4_megahit_metabat_bin-553;E14_megahit_metabat_bin-1738;AM-lipid-02-D5_megahit_metabat_bin-0262;AM-lipid-02-D6_megahit_metabat_bin-092;F4_megahit_metabat_bin-239;AlinenLipids_megahit_metabat_bin-9144;A-4_megahit_metabat_bin-008;Kiruna_megahit_metabat_bin-04817;YR4_megahit_metabat_bin-0825;Kiruna_megahit_metabat_bin-02908;VK_megahit_metabat_bin-4032;MJ-2014-D5_megahit_metabat_bin-368;YR4_megahit_metabat_bin-0877;Ki1-2-2m_megahit_metabat_bin-357;YR_megahit_metabat_bin-3916;MJ-2014-D4_megahit_metabat_bin-091;A4_megahit_metabat_bin-073;AM-lipid-02-D8_megahit_metabat_bin-016;YR4_megahit_metabat_bin-0206;YR_megahit_metabat_bin-3005;MJ-2014_megahit_metabat_bin-1585;YR2_megahit_metabat_bin-1505;AM-lipid-01-D7_megahit_metabat_bin-0599;A14_megahit_metabat_bin-3056;Ki1-1-6m_megahit_metabat_bin-1232
mOTU_0663,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA2093,575,559,1,1060,0,860,44,19.52887351778656,16.3897528053342,2112.1316835381044,1924.884647226417,145.29545454545453,stratfreshdb,Loc090519-6m_megahit_metabat_bin-0729;Loc090519-1m_megahit_metabat_bin-0852;Loc090721-7m_megahit_metabat_bin-559;Loc090519-8m_megahit_metabat_bin-1733;Loc090519-8m_megahit_metabat_bin-1636;Loc090116-4m_megahit_metabat_bin-1369;Loc090519-6m_megahit_metabat_bin-0386;Loc090519-7m_megahit_metabat_bin-0673;Loc090519-5m_megahit_metabat_bin-0204;Loc080925-8-8m_megahit_metabat_bin-488;Erken-D11_megahit_metabat_bin-0242;Loc090519-7m_megahit_metabat_bin-1514;Loc090519-7m_megahit_metabat_bin-0617;Loc090519-8-7m_megahit_metabat_bin-2222;Loc090721-8-6m_megahit_metabat_bin-0315;Loc090721-5m_megahit_metabat_bin-333;Loclat_megahit_metabat_bin-10120;Loc090116-1m_megahit_metabat_bin-0542;Loc090519-6m_megahit_metabat_bin-0008;Loc081215-1m_megahit_metabat_bin-2265;Loc081215-4m_megahit_metabat_bin-2084;Loc081215-5m_megahit_metabat_bin-0845;Loc090519-7m_megahit_metabat_bin-1270;Loc090907-8m_megahit_metabat_bin-872;Loc081215-9m_megahit_metabat_bin-0369;Loc090519-7m_megahit_metabat_bin-0341;Loc090519-4m_megahit_metabat_bin-589;Loc090519-7m_megahit_metabat_bin-1109;Loc090519-1m_megahit_metabat_bin-1140;Loc090519-8-7m_megahit_metabat_bin-1462;Loc090721-4m_megahit_metabat_bin-0610;Loc090721-1m_megahit_metabat_bin-165;Loc090519-8m_megahit_metabat_bin-0213;Loc081215-8m_megahit_metabat_bin-0421;Loc090519-1m_megahit_metabat_bin-2250;Loc090519-1m_megahit_metabat_bin-0486;Loc081215-6m_megahit_metabat_bin-2234;Loc090519-1m_megahit_metabat_bin-0069;Loc090519-4m_megahit_metabat_bin-104;Loc090519-8m_megahit_metabat_bin-1335;Loc081215-6m_megahit_metabat_bin-1878;Loc090519-6m_megahit_metabat_bin-0987;Loc090519-8m_megahit_metabat_bin-1313;Loc090116-7m_megahit_metabat_bin-1192
